method,example_count,mean_nll,mean_nll_minus_rule,mean_predictive_probability,mean_historical_mass
commensurate_like,1414,3.192561420599235,0.030539123662181034,0.09512390719536672,0.7841584158415841
fixed_discount,1414,3.152025116243495,-0.009997180693559038,0.09878863916174017,0.7841584158415843
map_like,1414,3.340956482448158,0.17893418551110418,0.0802419485103397,0.7841584158415841
power_prior_like,1414,3.3546628229450706,0.19264052600801662,0.08190792567054966,0.7841584158415841
rule,1414,3.162022296937054,0.0,0.09610888849408679,0.7841584158415843
rule_sam,1414,2.972069653449216,-0.18995264348783802,0.1015602198255439,0.6265238188681598
two_head_trained,1414,3.018148029784249,-0.14387426715280505,0.11493091708779624,nan
weak_only,1414,3.187737978716608,0.025715681779554078,0.07869713277764302,0.0
