world,drift_shift,treatment_effect,method,n_replicates,reject_rate,reject_rate_mcse,effect_bias,effect_bias_mcse,effect_rmse,control_bias,control_bias_mcse,effect_coverage95,effect_coverage95_mcse,prior_ess,prior_ess_mcse,roc_auc,roc_auc_mcse,sensitivity,specificity,fpr,ppv,fpr_mcse,oracle_spearman,roc_auc_obs
alt,-0.8,0.15,rule,2000,0.364,0.010758810343155975,0.004387155313121039,0.0019830960885480853,0.08877305139778886,0.002283553512747914,0.0013604831097161077,0.961,0.004328914413568374,18.891729114017892,0.09401916165191258,0.6385209346663505,0.004167070811548319,0.8265861027190332,0.38784648187633264,0.6121535181236674,0.48796147672552165,0.004107835600065205,0.2851124845391211,0.6568476515235775
alt,-0.8,0.15,two_head,2000,0.43,0.011070230349906908,0.011965787122831365,0.001914989728265817,0.08645162921852155,-0.005295078296962412,0.0012616085858811576,0.959,0.00443390347211123,61.598649839352994,0.3983294113281765,0.6337823539696034,0.004126628365810858,0.7782477341389729,0.4330490405117271,0.5669509594882729,0.49207258834766,0.004177286273755591,0.2821946535522254,0.6589731837417022
alt,-0.8,0.15,two_head_pro,2000,0.447,0.011117351303255644,0.014130609406741441,0.0018970733406473803,0.08598749766411462,-0.007459900580872491,0.0012376906353620473,0.958,0.00448530935387962,57.12413029239686,0.3485753540560872,0.6481227350685016,0.004422977944880018,0.7840886203423968,0.4292821606254442,0.5707178393745558,0.4922862923621649,0.004172872312931231,0.2778199253766455,0.6743143275550683
alt,-0.8,0.15,two_head_pro_sam,2000,0.447,0.011117351303255644,0.011921600368370706,0.001978278349023506,0.08924898555472358,-0.005250891542501753,0.00136392741578281,0.9525,0.00475624589355933,55.685194421032655,0.3687016011580268,0.6481227350685016,0.004422977944880018,0.7840886203423968,0.4292821606254442,0.5707178393745558,0.4922862923621649,0.004172872312931231,0.2778199253766455,0.6743143275550683
alt,-0.8,0.15,two_head_pro_fixdisc,2000,0.4025,0.010965713611069731,0.008670436470084114,0.001937465447866957,0.08705726517400317,-0.001999727644215162,0.001296167283613543,0.9635,0.004193313129257102,22.83139489506308,0.1746014647589518,0.6152726644366174,0.004464467934465164,0.7095669687814703,0.4759772565742715,0.5240227434257285,0.4886607947846591,0.004210378315282839,0.25061234964352336,0.6421092990537436
alt,-0.8,0.15,selective_pro,2000,0.624,0.010831066429488834,0.010898157467073144,0.001461200674412414,0.0662332963891486,-0.004227448641204191,0.00035591506508134786,0.9655,0.00408103847078167,6.199348774831606e-14,1.8487961451367083e-15,0.6447776610821451,0.004115790464698572,0.8094662638469285,0.4409381663113006,0.5590618336886994,0.505407444668008,0.004185734902483482,0.3052985204703734,0.6618633710068895
alt,-0.8,0.15,selective_pro_sam,2000,0.624,0.010831066429488834,0.010898157467073144,0.001461200674412414,0.0662332963891486,-0.004227448641204191,0.0003559150650813478,0.9655,0.00408103847078167,4.8851054195308506e-14,1.4377705096509689e-15,0.6447776610821451,0.004115790464698572,0.8094662638469285,0.4409381663113006,0.5590618336886994,0.505407444668008,0.004185734902483482,0.3052985204703734,0.6618633710068895
alt,-0.8,0.15,robust_map_w0.5,2000,0.3345,0.010550112558641259,-0.00210717603718977,0.002000396603773632,0.08946290711271057,0.00877788486305872,0.0013906581456744848,0.962,0.004275277768753747,9.738840048865,0.11383031699563825,0.5,0.0,1.0,0.0,1.0,0.41375,0.0,nan,0.5
alt,-0.8,0.15,power_prior,2000,0.807,0.008824709626950906,0.033503638512702306,0.0015436897944137076,0.07672070892635523,-0.026832929686833366,0.0006329575416124208,0.92,0.006066300355241239,228.58155000000002,0.8848228483912853,0.5,0.0,1.0,0.0,1.0,0.41375,0.0,nan,0.5
alt,-0.8,0.15,uip_dirichlet,2000,0.45,0.011124297730643494,0.017960138580603992,0.0018960556103343594,0.08665463233963791,-0.01128942975473504,0.0012385465877568825,0.958,0.00448530935387962,13.6819641948235,0.13245698213909135,0.4977946709315697,0.0016958651733107973,0.997079556898288,0.003127221037668799,0.9968727789623312,0.4138003092740419,0.00047070857430320695,0.09498177472093428,0.49676054797582575
alt,-0.8,0.15,uip_js,2000,0.41,0.010997727037892875,0.009002927929342866,0.0022860745353773743,0.10260653067481329,-0.0023322191034739134,0.0017599080365053518,0.913,0.006302023484564302,9.316801920023147,0.05798564541133907,0.6201422039003451,0.005467865285517109,0.3427995971802618,0.7679459843638948,0.23205401563610517,0.5104213525266157,0.0035588758023816715,0.202540885241835,0.6674298750108936
alt,-0.8,0.15,pooling,2000,0.8485,0.008017098914195832,0.0372904954525028,0.0015489255593998342,0.07865445097277553,-0.030619786626633845,0.0006542088690869607,0.8955,0.006840312492861713,761.9385,2.9494094946376177,0.5,0.0,1.0,0.0,1.0,0.41375,0.0,nan,0.5
alt,-1.2,0.15,internal_only,2000,0.2225,0.009300369616310956,-0.020157926748941842,0.0022359996976052047,0.10198397722950968,0.024980801381189927,0.0017272658437698179,0.96,0.004381780460041331,0.0,0.0,0.5,0.0,0.0,1.0,0.0,nan,0.0,nan,0.5
alt,-1.2,0.15,eb_only,2000,0.6215,0.010845223603042953,0.008984825330720998,0.0014457357147174379,0.06526055813495497,-0.004161950698472913,0.00034480013185912646,0.97,0.003814446224552132,0.0,0.0,0.5,0.0,0.0,1.0,0.0,nan,0.0,nan,0.5
alt,-1.2,0.15,rule,2000,0.3415,0.010603719866160178,0.004654064700554627,0.0019619389160763596,0.08784201577124866,0.00016880993169345938,0.0013593127682088233,0.9625,0.004248161366991606,18.945178035531193,0.09475311798530159,0.6392814269504304,0.0040542958448969105,0.834054225129233,0.3829626058811377,0.6170373941188623,0.4687537056800664,0.004033997866951585,0.28193286557315156,0.6623274019311601
alt,-1.2,0.15,two_head,2000,0.3995,0.010952163028370241,0.011122857228361177,0.0019081418965227125,0.08603538773060669,-0.006299982596113091,0.001290995538871272,0.959,0.00443390347211123,61.42884164795901,0.37713867304916937,0.6353009575390021,0.004138572735265652,0.7890072792488659,0.4291715446594587,0.5708284553405413,0.4743150684931507,0.00410742842262135,0.2789066273242883,0.6677982284599931
alt,-1.2,0.15,two_head_pro,2000,0.417,0.011025221086218633,0.014113703681232529,0.001897113300378365,0.08598648348241802,-0.009290829048984442,0.0012770015344192064,0.9555,0.004610843198374891,56.92884237462782,0.3331305829204376,0.6390645108174527,0.004580257139809822,0.7928051482223863,0.42331795330900074,0.5766820466909992,0.47296872049845806,0.00410018352920471,0.2591303691756765,0.6694901533953821
alt,-1.2,0.15,two_head_pro_sam,2000,0.4165,0.01102333320733797,0.011098214442131396,0.00199199562730815,0.08975129790512168,-0.006275339809883313,0.0014172500701765383,0.954,0.0046842288586276416,54.82169377162094,0.362136268435184,0.6390645108174527,0.004580257139809822,0.7928051482223863,0.42331795330900074,0.5766820466909992,0.47296872049845806,0.00410018352920471,0.2591303691756765,0.6694901533953821
alt,-1.2,0.15,two_head_pro_fixdisc,2000,0.3785,0.010845223603042953,0.009550961882047595,0.0019281574926515105,0.0867357234044438,-0.004728087249799508,0.0013244692658180874,0.9595,0.004407933189148855,22.6853477221819,0.1617874231735438,0.601671584306474,0.004644065647976898,0.7156873087878468,0.46897596584257284,0.5310240341574272,0.4680234563642635,0.004141275464799807,0.22324010015629536,0.6314161978786161
