scenario,method,n_replicates,bias,bias_mcse,empirical_se,rmse,rmse_mcse,coverage95,coverage95_mcse,interval_width,interval_width_mcse,reject_rate,reject_rate_mcse,calibration_rate,calibration_rate_mcse,type1,type1_mcse,power,power_mcse,oracle_spearman,oracle_spearman_mcse,oracle_kl,oracle_kl_mcse,ess_d000_005,ess_d005_010,ess_d010_020,ess_d020_plus,prior_ess,prior_ess_mcse,hist_mass,hist_mass_mcse,mean_nll,mean_nll_mcse,roc_auc,roc_auc_mcse,pr_auc,pr_auc_mcse,sensitivity,specificity,fpr,ppv,npv,f1,sensitivity_mcse,specificity_mcse,fpr_mcse,ppv_mcse,roc_auc_obs,oracle_spearman_obs
S2_trap_heavy,two_head_pro,2000,0.0027507770687382432,0.0014714436033511056,0.0658049584430062,0.06584598836595762,0.001187582877230265,0.952,0.004779958158812692,0.2500663722152691,0.0014890334386308622,nan,nan,0.026,0.003558370413546066,0.026,0.003558370413546066,0.699,0.010256680749638258,0.1080686241231754,0.007589824912751879,5.036481978873729,0.11815192765500268,34.299906459668485,32.256649502155106,28.564840921641725,25.353886545003803,31.486497094718633,0.1875034046593616,0.8000000000000003,5.469709091652648e-18,3.108879084524994,0.013244971006339236,0.5750686362166859,0.005530709256285155,0.49077206843058746,0.0058580660778015615,0.6894813851406275,0.38943358171326126,0.6105664182867387,0.28013739348702027,0.7844487078207877,0.39840300610615315,0.005899731258262414,0.0036498600458613672,0.0036498600458613672,0.0036497385481068186,0.6197345749355166,0.1732625494730057
S2_trap_heavy,two_head_pro_sam,2000,0.0033512991930714576,0.001481387981900609,0.0662496845716198,0.06631785130541912,0.0012121780679331467,0.9505,0.004850244839180801,0.24898773942428035,0.0014781505647036947,nan,nan,0.028,0.0036889022757454555,0.028,0.0036889022757454555,0.699,0.010256680749638258,0.1080686241231754,0.007589824912751879,5.036481978873729,0.11815192765500268,nan,nan,nan,nan,28.9119670327106,0.22205150669902649,0.7357220917467032,0.0035606896540965097,3.048809396158596,0.010815598210678437,0.5750686362166859,0.005530709256285155,0.49077206843058746,0.0058580660778015615,0.6894813851406275,0.38943358171326126,0.6105664182867387,0.28013739348702027,0.7844487078207877,0.39840300610615315,0.005899731258262414,0.0036498600458613672,0.0036498600458613672,0.0036497385481068186,0.6197345749355166,0.1732625494730057
S2_trap_heavy,two_head_pro_fixdisc,2000,0.003894426768996294,0.0014980410462479984,0.06699443224990861,0.06709080701087465,0.001173325852141526,0.9545,0.004659922209651143,0.2565525590738423,0.0014244656758555954,nan,nan,0.026,0.003558370413546066,0.026,0.003558370413546066,0.6905,0.010337063170939801,0.1128821440684826,0.007664055427517022,5.010921573379919,0.11844150505190586,15.324639005666247,15.543694444444457,15.265431828145552,15.237947332883175,13.004488928418478,0.07326337009349825,0.8000000000000003,5.4815330686942316e-18,3.132861817344198,0.011483000294550506,0.57247497626487,0.005527409153762477,0.48766031468750143,0.005776081687277453,0.692245163388067,0.37951705977925937,0.6204829402207406,0.2777016891671558,0.7815853236413984,0.3963880096816235,0.005885177216429835,0.003632232410196698,0.003632232410196698,0.0036168791039436834,0.6175687919956478,0.1777975622665974
S2_trap_heavy,selective_pro,2000,0.000502681248268257,0.0014760968600913366,0.0660130584107645,0.06599846746129788,0.001179113676925315,0.94,0.005310367218940704,0.24352888147684607,0.0014979212790029019,nan,nan,0.0275,0.0036567574434189644,0.0275,0.0036567574434189644,0.6975,0.010271167168340705,0.10141516749957998,0.007566836982790777,5.008420437507821,0.11818204249558083,43.78466854486946,44.410534769948804,43.61549313728717,43.5369578363305,43.290605831948476,0.2173787374819445,0.9999999999878466,4.934455280814093e-13,3.089859258171878,0.01759155462371974,0.5723492794636411,0.005547053888797927,0.4897177945261363,0.005844146499312582,0.7260608031214437,0.3303826544904476,0.6696173455095524,0.27201851626263857,0.7777631231864943,0.39576410120076216,0.005686443408918846,0.0035205865203338377,0.0035205865203338377,0.003472955947859109,0.6179779984945105,0.16816339780544048
S2_trap_heavy,selective_base,2000,0.001554373071038444,0.0014756794590607986,0.06599439166920128,0.06599619820539679,0.0011616742942546626,0.9505,0.004850244839180801,0.24835144618272842,0.001464795775842708,nan,nan,0.0265,0.0035915003828483716,0.0265,0.0035915003828483716,0.696,0.010285523807760108,0.09516715671291043,0.007516604951581954,5.013359364241295,0.11821603646728564,27.263301686580235,27.527873109944704,26.663054742388493,26.51823486644287,28.472317088730442,0.1745992713135922,0.9999999970491765,1.8076378483980175e-10,3.0928505259766097,0.015830144777791117,0.567156867134704,0.005518400393742854,0.483348734512826,0.005667077255586203,0.7120793366932207,0.3366575158272172,0.6633424841727829,0.27003699136868065,0.7723650385604113,0.3915783827276385,0.005773348120475862,0.0035371715143512057,0.0035371715143512053,0.003486074239638091,0.6129264990175198,0.16157552324592356
S2_trap_heavy,selective_pro_fixdisc,2000,0.0027739360836719017,0.0014908592136548531,0.06667325093228268,0.06671427470999361,0.0011582246380840255,0.9535,0.004708383480558906,0.25363512015018774,0.001403491478398571,nan,nan,0.025,0.0034910600109422352,0.025,0.0034910600109422352,0.693,0.010313849911647929,0.10894474672851626,0.007610831567380567,4.993816840480875,0.118432697298324,15.324639005666247,15.543694444444457,15.265431828145552,15.237947332883175,16.006700250675593,0.08601375142362613,0.9999999999987245,8.564840552702682e-14,3.097667338086769,0.014179417462939116,0.5714355638779398,0.005518467050176756,0.48605729424646166,0.00572088445682607,0.712729637457324,0.3429884027116365,0.6570115972883634,0.2721122214635963,0.7760172391938142,0.39385499955080405,0.005769457213493419,0.003553197033817158,0.003553197033817159,0.003506267036914509,0.6163278527634423,0.17350450375086218
S2_trap_heavy,selective_pro_sam,2000,0.0003896650271944823,0.0014755036030567464,0.06598652714961503,0.06597117926199035,0.001192989130063714,0.9445,0.005119558086397692,0.24410823992490613,0.0014689473942917015,nan,nan,0.0275,0.0036567574434189644,0.0275,0.0036567574434189644,0.7005,0.01024206400097168,0.10141516749957998,0.007566836982790777,5.008420437507821,0.11818204249558083,43.78466854486946,44.410534769948804,43.61549313728717,43.5369578363305,39.05682918305254,0.27702365842028764,0.9029860195018653,0.004488938660747768,2.988225952670733,0.012648730968671812,0.5723492794636411,0.005547053888797927,0.4897177945261363,0.005844146499312582,0.7260608031214437,0.3303826544904476,0.6696173455095524,0.27201851626263857,0.7777631231864943,0.39576410120076216,0.005686443408918846,0.0035205865203338377,0.0035205865203338377,0.003472955947859109,0.6179779984945105,0.16816339780544048
S2_trap_heavy,robust_map_w0.5,2000,0.009098536804905234,0.0015471809470922187,0.06919203542381414,0.06977053367430638,0.0011841154287964351,0.9575,0.004510751046111944,0.2651860010012516,0.0013225569574267417,nan,nan,0.0295,0.003783500363420096,0.0295,0.003783500363420096,0.6845,0.010391336535787877,nan,nan,1.514685844262174,0.01319076828465926,nan,nan,nan,nan,2.7426303954838627,0.03496640286658896,0.5,0.0,3.326548826628492,0.008276232066882131,0.5,0.0,0.4084877024454025,0.005000916532518412,1.0,0.0,1.0,0.25629166666666664,nan,0.4080130012271566,0.0,0.0,0.0,0.0028181424752832087,0.5,nan
S2_trap_heavy,robust_map_w0.9,2000,0.009883666221587597,0.0015363820368801953,0.06870909347747411,0.06939932214879897,0.0011413242368033538,0.952,0.004779958158812692,0.2610773110137672,0.00121040774831906,nan,nan,0.0325,0.003965081966365891,0.0325,0.003965081966365891,0.697,0.010275967107771414,nan,nan,1.514685844262174,0.01319076828465926,nan,nan,nan,nan,4.936734711870953,0.06293952515986015,0.9000000000000002,4.9663100392403566e-18,3.2652451736606025,0.013195864293033589,0.5,0.0,0.4084877024454025,0.005000916532518412,1.0,0.0,1.0,0.25629166666666664,nan,0.4080130012271566,0.0,0.0,0.0,0.0028181424752832087,0.5,nan
S2_trap_heavy,power_prior,2000,0.02144065041351527,0.0035728230168146037,0.15978150274346656,0.16117402099843978,0.002285043206122095,0.292,0.01016700545883595,0.13086618698372968,0.0003271037192347368,nan,nan,0.4505,0.011125415722569651,0.4505,0.011125415722569651,0.7645,0.009487880427155478,nan,nan,1.514685844262174,0.01319076828465926,nan,nan,nan,nan,157.46189999999999,0.6101749141909669,1.0,0.0,4.778119216974577,0.07844680945247874,0.5,0.0,0.4084877024454025,0.005000916532518412,1.0,0.0,1.0,0.25629166666666664,nan,0.4080130012271566,0.0,0.0,0.0,0.0028181424752832087,0.5,nan
S2_trap_heavy,uip_dirichlet,2000,0.008273410172469131,0.001804939013988304,0.08071932661038583,0.08112213754254655,0.001249333243969088,0.897,0.006796727153564427,0.2513564770963705,0.0010893215954364025,nan,nan,0.061,0.005351588549206675,0.061,0.005351588549206675,0.6815,0.010417719280149566,0.07915375416991807,0.006838667382930324,1.485159255774121,0.014087917799593074,nan,nan,nan,nan,27.220017114558864,0.3059075148021335,1.0,0.0,3.558629353244786,0.02845141000345917,0.5010640479168849,0.004330938929849089,0.41280907413442874,0.0051180794648566135,0.9634205820191839,0.037200963639419576,0.9627990363605804,0.2564146943014149,0.7469066366704162,0.4050304148725309,0.002393610559486701,0.00141656978308362,0.0014165697830836206,0.0028722847040969397,0.5013829822252994,0.06249998423035007
