query_nct_id,scenario,candidate_count,top_candidate_nct_id,top_section_weighted_score,mean_section_weighted_score
NCT01296555,default_secret_weights,100,NCT04224272,0.7716700000000001,0.7265220800000001
NCT01296555,disease_endpoint_heavy,100,NCT04224272,0.7811629999999999,0.7080662200000001
NCT01296555,regimen_result_heavy,100,NCT04224272,0.7642979999999998,0.72130237
NCT01316523,default_secret_weights,100,NCT01463670,0.85401,0.7842467000000001
NCT01316523,disease_endpoint_heavy,100,NCT01463670,0.8911650000000001,0.79257685
NCT01316523,regimen_result_heavy,100,NCT01463670,0.8278299999999998,0.7596885499999999
NCT01319981,default_secret_weights,100,NCT00866749,0.8175540000000001,0.7391548200000001
NCT01319981,disease_endpoint_heavy,100,NCT00866749,0.850448,0.7344918300000001
NCT01319981,regimen_result_heavy,100,NCT00866749,0.8030079999999999,0.7209485299999998
NCT01321437,default_secret_weights,100,NCT02296112,0.8082060000000001,0.75551776
NCT01321437,disease_endpoint_heavy,100,NCT02359851,0.831135,0.75403718
NCT01321437,regimen_result_heavy,100,NCT02296112,0.7873929999999998,0.7263168799999999
NCT01326871,default_secret_weights,100,NCT01780662,0.769114,0.7332275
NCT01326871,disease_endpoint_heavy,100,NCT01780662,0.771972,0.71893641
NCT01326871,regimen_result_heavy,100,NCT01625260,0.7573309999999999,0.71443676
NCT01332630,default_secret_weights,100,NCT02469415,0.849404,0.78267116
NCT01332630,disease_endpoint_heavy,100,NCT04461600,0.8996609999999999,0.79555538
NCT01332630,regimen_result_heavy,100,NCT02469415,0.8153259999999999,0.7517549299999999
NCT01348490,default_secret_weights,100,NCT03144687,0.819512,0.7717465800000001
NCT01348490,disease_endpoint_heavy,100,NCT03144687,0.851369,0.76138463
NCT01348490,regimen_result_heavy,100,NCT03144687,0.8085289999999999,0.7610654299999999
NCT01351350,default_secret_weights,100,NCT01058707,0.8454400000000001,0.7709209800000001
NCT01351350,disease_endpoint_heavy,100,NCT01058707,0.9025590000000001,0.7747738200000001
NCT01351350,regimen_result_heavy,100,NCT01058707,0.8218089999999999,0.7548755699999999
NCT01375140,default_secret_weights,100,NCT01463670,0.8287760000000001,0.7833096800000001
NCT01375140,disease_endpoint_heavy,100,NCT02196857,0.864152,0.79018889
NCT01375140,regimen_result_heavy,100,NCT01919086,0.8027679999999999,0.7578826899999999
NCT01415882,default_secret_weights,100,NCT03457142,0.7768100000000001,0.72095662
NCT01415882,disease_endpoint_heavy,100,NCT03457142,0.783696,0.70100921
NCT01415882,regimen_result_heavy,100,NCT03457142,0.7666359999999999,0.7017341599999999
NCT01423851,default_secret_weights,100,NCT01901432,0.8133180000000001,0.7738017400000001
NCT01423851,disease_endpoint_heavy,100,NCT01901432,0.83407,0.7695041899999999
NCT01423851,regimen_result_heavy,100,NCT01901432,0.8004549999999999,0.76486369
NCT01428635,default_secret_weights,100,NCT02159872,0.860724,0.8014601800000001
NCT01428635,disease_endpoint_heavy,100,NCT02159872,0.9063119999999999,0.8142117799999999
NCT01428635,regimen_result_heavy,100,NCT02159872,0.8343019999999999,0.78358768
NCT01441947,default_secret_weights,100,NCT03130439,0.85894,0.7804766400000002
NCT01441947,disease_endpoint_heavy,100,NCT03130439,0.91765,0.7848102400000001
NCT01441947,regimen_result_heavy,100,NCT03130439,0.8341699999999999,0.76683834
NCT01444716,default_secret_weights,100,NCT03067571,0.8557600000000001,0.78571964
NCT01444716,disease_endpoint_heavy,100,NCT03067571,0.89949,0.79069829
NCT01444716,regimen_result_heavy,100,NCT01243190,0.827496,0.7629390899999998
NCT01444742,default_secret_weights,100,NCT04281498,0.853616,0.7865232600000001
NCT01444742,disease_endpoint_heavy,100,NCT04281498,0.891122,0.78839832
NCT01444742,regimen_result_heavy,100,NCT04281498,0.8254969999999999,0.7682077199999999
NCT01458366,default_secret_weights,100,NCT05788289,0.74669,0.7040021
NCT01458366,disease_endpoint_heavy,100,NCT03488251,0.7536570000000001,0.69593159
NCT01458366,regimen_result_heavy,100,NCT04189952,0.7168,0.66881884
NCT01462630,default_secret_weights,100,NCT03148275,0.807204,0.75632908
NCT01462630,disease_endpoint_heavy,100,NCT03148275,0.8581139999999999,0.7681106700000001
NCT01462630,regimen_result_heavy,100,NCT03872427,0.7650079999999999,0.7115018699999999
NCT01465659,default_secret_weights,100,NCT03215264,0.7886500000000001,0.74521332
NCT01465659,disease_endpoint_heavy,100,NCT03215264,0.7922769999999999,0.7283555700000001
NCT01465659,regimen_result_heavy,100,NCT01581840,0.769864,0.73226327
NCT01466036,default_secret_weights,100,NCT03051672,0.78373,0.7379014600000001
NCT01466036,disease_endpoint_heavy,100,NCT03051672,0.7987500000000001,0.7141555600000001
NCT01466036,regimen_result_heavy,100,NCT02893930,0.775262,0.7376430599999999
